Scenario,Prediction,Confidence,Ground Truth,Status,BP,BP_col,BP_selected_prob,PCWP,PCWP_col,PCWP_selected_prob,HYPOVOLEMIA,HYPOVOLEMIA_col,HYPOVOLEMIA_selected_prob,STROKEVOLUME,STROKEVOLUME_col,STROKEVOLUME_selected_prob,CO,CO_col,CO_selected_prob,LVEDVOLUME,LVEDVOLUME_col,LVEDVOLUME_selected_prob,CVP,CVP_col,CVP_selected_prob
228,No_Hypovolemia,0.9800179784524846,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
229,Hypovolemia,0.6767957934397886,Hypovolemia,SUCCESS,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
230,No_Hypovolemia,0.9933918566027811,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
231,No_Hypovolemia,0.9932604043154006,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
232,No_Hypovolemia,0.9904891475675602,No_Hypovolemia,SUCCESS,HIGH,7,0.75,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
233,No_Hypovolemia,0.9826471368190607,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
234,Hypovolemia,0.5849394496806488,Hypovolemia,FAILURE,NORMAL,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
235,No_Hypovolemia,0.9940455651019497,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
236,Hypovolemia,0.676433460561272,Hypovolemia,SUCCESS,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
237,No_Hypovolemia,0.9827427721339275,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
238,Hypovolemia,0.5890843492678692,Hypovolemia,FAILURE,NORMAL,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
239,No_Hypovolemia,0.9431499850850243,No_Hypovolemia,SUCCESS,LOW,7,0.05,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
240,Hypovolemia,0.5914634327123193,Hypovolemia,FAILURE,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,NORMAL,2,0.29
241,No_Hypovolemia,0.5025477424421415,Hypovolemia,FAILURE,HIGH,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
242,No_Hypovolemia,0.99348121481953,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
243,No_Hypovolemia,0.9503482575795502,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
244,No_Hypovolemia,0.9439685288827225,No_Hypovolemia,SUCCESS,LOW,7,0.05,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
245,Hypovolemia,0.6313868032970316,Hypovolemia,SUCCESS,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
246,No_Hypovolemia,0.9780773028968061,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
247,Hypovolemia,0.699417472864234,Hypovolemia,SUCCESS,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
248,No_Hypovolemia,0.9940639926889722,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
249,No_Hypovolemia,0.9513559167091812,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
250,Hypovolemia,0.5643037144373789,Hypovolemia,FAILURE,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,NORMAL,2,0.29
251,No_Hypovolemia,0.9831031214155609,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
252,No_Hypovolemia,0.97868171903246,No_Hypovolemia,SUCCESS,HIGH,7,0.75,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
253,No_Hypovolemia,0.5207824632702512,Hypovolemia,FAILURE,HIGH,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
254,No_Hypovolemia,0.9826228017371987,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
255,No_Hypovolemia,0.9923227709414874,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
256,No_Hypovolemia,0.9933169155395417,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
257,Hypovolemia,0.6938306893091548,Hypovolemia,SUCCESS,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
258,Hypovolemia,0.6094854119134564,Hypovolemia,SUCCESS,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,NORMAL,2,0.29
259,No_Hypovolemia,0.9832615999705951,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
260,No_Hypovolemia,0.5019295794668595,Hypovolemia,FAILURE,HIGH,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
261,No_Hypovolemia,0.520223611744802,Hypovolemia,FAILURE,HIGH,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
262,No_Hypovolemia,0.9825388899542982,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
263,Hypovolemia,0.552512107966204,Hypovolemia,FAILURE,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,NORMAL,2,0.29
264,No_Hypovolemia,0.9423963461821869,No_Hypovolemia,SUCCESS,LOW,7,0.05,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
265,Hypovolemia,0.6197388629263679,Hypovolemia,SUCCESS,NORMAL,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
266,No_Hypovolemia,0.530572487448363,Hypovolemia,FAILURE,HIGH,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
267,No_Hypovolemia,0.9839722308652274,No_Hypovolemia,SUCCESS,HIGH,7,0.75,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
268,Hypovolemia,0.5824922688721879,Hypovolemia,FAILURE,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,NORMAL,2,0.29
269,No_Hypovolemia,0.9611345924675816,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
270,No_Hypovolemia,0.9880876489537896,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
271,No_Hypovolemia,0.5002102252929577,Hypovolemia,FAILURE,HIGH,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
272,No_Hypovolemia,0.989703396837737,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
273,No_Hypovolemia,0.9433894753340321,No_Hypovolemia,SUCCESS,LOW,7,0.05,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
274,No_Hypovolemia,0.9439534591919614,No_Hypovolemia,SUCCESS,LOW,7,0.05,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
275,No_Hypovolemia,0.9431812632077696,No_Hypovolemia,SUCCESS,LOW,7,0.05,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
276,No_Hypovolemia,0.5240503808043475,Hypovolemia,FAILURE,HIGH,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
277,No_Hypovolemia,0.9828395944464583,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
278,No_Hypovolemia,0.9510739646783762,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
279,Hypovolemia,0.5886874795513849,Hypovolemia,FAILURE,NORMAL,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
280,No_Hypovolemia,0.9781011692816955,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
281,No_Hypovolemia,0.9826468985368326,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
282,No_Hypovolemia,0.9862354249439591,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
283,Hypovolemia,0.6866959634800951,Hypovolemia,SUCCESS,LOW,1,0.98,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,HIGH,2,0.7
284,No_Hypovolemia,0.993977027377699,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
285,No_Hypovolemia,0.8830360568383583,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,HIGH,1,0.01
286,No_Hypovolemia,0.9927819285399085,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
287,No_Hypovolemia,0.9841730129301186,No_Hypovolemia,SUCCESS,LOW,7,0.05,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
288,No_Hypovolemia,0.9831324313628083,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
289,No_Hypovolemia,0.9827490642695413,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
290,No_Hypovolemia,0.9435059447479397,No_Hypovolemia,SUCCESS,LOW,7,0.05,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
291,No_Hypovolemia,0.9878051024199953,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
292,No_Hypovolemia,0.6396525822705293,Hypovolemia,FAILURE,HIGH,1,0.01,HIGH,2,0.95,Hypovolemia,0,0.08,LOW,1,0.5,LOW,6,0.8,HIGH,1,0.9,NORMAL,2,0.29
293,No_Hypovolemia,0.9932599301290316,No_Hypovolemia,SUCCESS,HIGH,7,0.75,NORMAL,1,0.95,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,NORMAL,1,0.95
294,No_Hypovolemia,0.9512897240658744,No_Hypovolemia,SUCCESS,NORMAL,7,0.2,LOW,1,0.04,No_Hypovolemia,0,0.92,NORMAL,3,0.9,HIGH,7,0.95,NORMAL,3,0.9,LOW,1,0.04
